StateIndex,SetMasterSwitch=OFF,SetMasterSwitch=ON,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
5869,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0
6016,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6018,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6020,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
6021,0,1,1,299,1,1,2,1,0,2,0,0,0,1,1
6022,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0
6023,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
6024,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6027,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6048,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6052,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
6053,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0
6056,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6057,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
6080,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6081,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6084,1,0,1,7,0,0,0,0,0,0,1,0,0,0,0
6085,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
6088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6113,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
6116,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
6117,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0
6120,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6121,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
7436,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7437,0,0,1,0,0,0,0,8,0,0,0,0,0,0,24
7439,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
7468,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7500,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
7501,1,0,1,0,0,0,8,0,1,0,0,0,0,0,0
7532,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7533,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
